ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected
1762276705.218748,CecJpO3wi9cW6Gohh5,10.249.37.13,62586,128.194.254.1,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218748,CecJpO3wi9cW6Gohh5,10.249.37.13,62586,128.194.254.1,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218845,CFUvid2Ie3IhQPYpnf,10.249.37.13,50900,128.194.254.1,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218894,CFUvid2Ie3IhQPYpnf,10.249.37.13,50900,128.194.254.1,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222384,CFUvid2Ie3IhQPYpnf,10.249.37.13,50900,128.194.254.1,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222432,CFUvid2Ie3IhQPYpnf,10.249.37.13,50900,128.194.254.1,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222481,CRumM34FwYche4X5yb,10.249.37.13,52691,128.194.254.1,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222531,CRumM34FwYche4X5yb,10.249.37.13,52691,128.194.254.1,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222531,CRumM34FwYche4X5yb,10.249.37.13,52691,128.194.254.1,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222579,CRumM34FwYche4X5yb,10.249.37.13,52691,128.194.254.1,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.222628,CHV7F71ylz3i7IJUd3,10.249.37.13,57374,128.194.254.1,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.222629,CHV7F71ylz3i7IJUd3,10.249.37.13,57374,128.194.254.1,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.238683,CHV7F71ylz3i7IJUd3,10.249.37.13,57374,128.194.254.1,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.238732,CHV7F71ylz3i7IJUd3,10.249.37.13,57374,128.194.254.1,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.238780,CuQOEb3JJaAhDfQUJ5,10.249.37.13,63375,128.194.254.1,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.238781,CuQOEb3JJaAhDfQUJ5,10.249.37.13,63375,128.194.254.1,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.238878,CuQOEb3JJaAhDfQUJ5,10.249.37.13,63375,128.194.254.1,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.238879,CuQOEb3JJaAhDfQUJ5,10.249.37.13,63375,128.194.254.1,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.238927,CDn1homHnJkBa4Tpe,10.249.37.13,51322,128.194.254.1,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.238976,CDn1homHnJkBa4Tpe,10.249.37.13,51322,128.194.254.1,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239376,CDn1homHnJkBa4Tpe,10.249.37.13,51322,128.194.254.1,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239425,CDn1homHnJkBa4Tpe,10.249.37.13,51322,128.194.254.1,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239474,CUyjkPWIHf1vkNfni,10.249.37.13,65097,128.194.254.1,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239475,CUyjkPWIHf1vkNfni,10.249.37.13,65097,128.194.254.1,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239572,CUyjkPWIHf1vkNfni,10.249.37.13,65097,128.194.254.1,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239573,CUyjkPWIHf1vkNfni,10.249.37.13,65097,128.194.254.1,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239621,CUv58F1C6Y07gBQG6f,10.249.37.13,63111,128.194.254.1,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.239622,CUv58F1C6Y07gBQG6f,10.249.37.13,63111,128.194.254.1,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.242874,CUv58F1C6Y07gBQG6f,10.249.37.13,63111,128.194.254.1,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.242923,CUv58F1C6Y07gBQG6f,10.249.37.13,63111,128.194.254.1,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.242972,C1iOLy3DqAkgzEJ2Zj,10.249.37.13,56948,128.194.254.1,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.243021,C1iOLy3DqAkgzEJ2Zj,10.249.37.13,56948,128.194.254.1,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.243070,C1iOLy3DqAkgzEJ2Zj,10.249.37.13,56948,128.194.254.1,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.243070,C1iOLy3DqAkgzEJ2Zj,10.249.37.13,56948,128.194.254.1,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.244844,CJ3ZLy2XXKvS2SyL9e,10.249.37.13,59816,128.194.254.2,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.246195,CJ3ZLy2XXKvS2SyL9e,10.249.37.13,59816,128.194.254.2,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.249891,CJ3ZLy2XXKvS2SyL9e,10.249.37.13,59816,128.194.254.2,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.249891,CJ3ZLy2XXKvS2SyL9e,10.249.37.13,59816,128.194.254.2,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.249469,CvaIyn2Tx6pPkMNOSa,10.249.37.13,56893,128.194.254.2,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.249942,CvaIyn2Tx6pPkMNOSa,10.249.37.13,56893,128.194.254.2,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.249542,CMemSF4GKyjv4vS2e,10.249.37.13,58005,128.194.254.2,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.249944,CMemSF4GKyjv4vS2e,10.249.37.13,58005,128.194.254.2,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.250728,C86YVV2V2vv0pczCmj,10.249.37.13,55386,128.194.254.2,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.251976,C86YVV2V2vv0pczCmj,10.249.37.13,55386,128.194.254.2,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.250791,CEVmvL2QV2RszYIsCa,10.249.37.13,61633,128.194.254.2,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.251976,CEVmvL2QV2RszYIsCa,10.249.37.13,61633,128.194.254.2,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.250848,C12pFk2eSJQEqoHL8l,10.249.37.13,51962,128.194.254.2,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252025,C12pFk2eSJQEqoHL8l,10.249.37.13,51962,128.194.254.2,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.250903,CU2EhzDlM8rBVvrX3,10.249.37.13,64053,128.194.254.2,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252073,CU2EhzDlM8rBVvrX3,10.249.37.13,64053,128.194.254.2,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252565,CZ1Gqgluj5d0JJksb,10.249.37.13,52565,128.194.254.2,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.253047,CZ1Gqgluj5d0JJksb,10.249.37.13,52565,128.194.254.2,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252641,CahPuH1lXcM11wshL4,10.249.37.13,65410,128.194.254.2,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.253048,CahPuH1lXcM11wshL4,10.249.37.13,65410,128.194.254.2,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252717,CCw22R18V6xtA1LTz4,10.249.37.13,63238,128.194.254.2,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.253095,CCw22R18V6xtA1LTz4,10.249.37.13,63238,128.194.254.2,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.252786,Cticw91kpTY2E7AiTg,10.249.37.13,54572,128.194.254.2,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.253096,Cticw91kpTY2E7AiTg,10.249.37.13,54572,128.194.254.2,53,udp,30402,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254074,CPCtdv2E0XEbEhRrri,10.249.37.13,53323,128.194.254.2,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254122,CPCtdv2E0XEbEhRrri,10.249.37.13,53323,128.194.254.2,53,udp,4230,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254171,CyPUVj4pu9N1o1HPnc,10.249.37.13,55685,128.194.254.2,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.254172,CyPUVj4pu9N1o1HPnc,10.249.37.13,55685,128.194.254.2,53,udp,33310,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.254221,CaAqsr1Pr2P9CxyqV1,10.249.37.13,51253,128.194.254.2,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254269,CaAqsr1Pr2P9CxyqV1,10.249.37.13,51253,128.194.254.2,53,udp,3275,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254319,CZ34Fb2aitzydtIfJf,10.249.37.13,54145,128.194.254.2,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.254319,CZ34Fb2aitzydtIfJf,10.249.37.13,54145,128.194.254.2,53,udp,2173,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256425,ChM5Iy3Ljz1YND9Jzi,10.249.37.13,49942,128.194.254.2,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256474,ChM5Iy3Ljz1YND9Jzi,10.249.37.13,49942,128.194.254.2,53,udp,36977,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256523,CwcKIY3dzeMfzmuDQh,10.249.37.13,52077,128.194.254.2,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256524,CwcKIY3dzeMfzmuDQh,10.249.37.13,52077,128.194.254.2,53,udp,42472,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256572,Ch1HWh1SeNMAQoVU27,10.249.37.13,54904,128.194.254.2,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256621,Ch1HWh1SeNMAQoVU27,10.249.37.13,54904,128.194.254.2,53,udp,45620,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.256622,CPs5bY1Q0tf2LpIzDe,10.249.37.13,53572,128.194.254.3,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.256622,CPs5bY1Q0tf2LpIzDe,10.249.37.13,53572,128.194.254.3,53,udp,2226,-,mask.apple-dns.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.260925,C8dBBi3pVG522KfcP8,10.249.37.13,50388,128.194.254.3,53,udp,23015,-,b._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.260974,C8dBBi3pVG522KfcP8,10.249.37.13,50388,128.194.254.3,53,udp,23015,-,b._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.261023,CLVt8o4DVzsmHVj9d6,10.249.37.13,57810,128.194.254.3,53,udp,52138,-,db._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.261023,CLVt8o4DVzsmHVj9d6,10.249.37.13,57810,128.194.254.3,53,udp,52138,-,db._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.261072,CObYbE3BrQF4sHUlqd,10.249.37.13,57004,128.194.254.3,53,udp,58624,-,lb._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.261121,CObYbE3BrQF4sHUlqd,10.249.37.13,57004,128.194.254.3,53,udp,58624,-,lb._dns-sd._udp.0.0.248.10.in-addr.arpa,1,C_INTERNET,12,PTR,-,-,F,F,T,F,0,-,-,F
1762276705.261121,CnkijK5bbEf9f8j0l,10.249.37.13,62396,128.194.254.3,53,udp,29701,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.261170,CnkijK5bbEf9f8j0l,10.249.37.13,62396,128.194.254.3,53,udp,29701,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262367,CH2d2O48IebWHv56l,10.249.37.13,55409,128.194.254.3,53,udp,37959,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262416,CH2d2O48IebWHv56l,10.249.37.13,55409,128.194.254.3,53,udp,37959,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262465,CLXAPt3wgAVq0fd4j1,10.249.37.13,63510,128.194.254.3,53,udp,63632,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.262513,CLXAPt3wgAVq0fd4j1,10.249.37.13,63510,128.194.254.3,53,udp,63632,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.262563,CyUX4t4vRpeauLTB66,10.249.37.13,58453,128.194.254.3,53,udp,59082,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262563,CyUX4t4vRpeauLTB66,10.249.37.13,58453,128.194.254.3,53,udp,59082,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262612,CfAEUS1s8N5PDXJEXf,10.249.37.13,58718,128.194.254.3,53,udp,9691,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.262661,CfAEUS1s8N5PDXJEXf,10.249.37.13,58718,128.194.254.3,53,udp,9691,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264126,CiZUj7UkUO3OInU95,10.249.37.13,51019,128.194.254.3,53,udp,40331,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264175,CiZUj7UkUO3OInU95,10.249.37.13,51019,128.194.254.3,53,udp,40331,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264223,CWyxSk2gp5zzJiQYvb,10.249.37.13,61252,128.194.254.3,53,udp,13763,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.264272,CWyxSk2gp5zzJiQYvb,10.249.37.13,61252,128.194.254.3,53,udp,13763,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.264322,Cu7Fnu4RbLS21KSCG2,10.249.37.13,62629,128.194.254.3,53,udp,9935,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264322,Cu7Fnu4RbLS21KSCG2,10.249.37.13,62629,128.194.254.3,53,udp,9935,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264420,CGDFnk4EGsHVUXvzq,10.249.37.13,54464,128.194.254.3,53,udp,3273,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.264420,CGDFnk4EGsHVUXvzq,10.249.37.13,54464,128.194.254.3,53,udp,3273,-,api.apple-cloudkit.fe2.apple-dns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.265436,CIykUa3O3ekeJRWRO,10.249.37.13,61225,128.194.254.3,53,udp,16512,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.265484,CIykUa3O3ekeJRWRO,10.249.37.13,61225,128.194.254.3,53,udp,16512,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.265535,CDLTA14xGbTHRHOvs3,10.249.37.13,53320,128.194.254.3,53,udp,10572,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.265535,CDLTA14xGbTHRHOvs3,10.249.37.13,53320,128.194.254.3,53,udp,10572,-,res-ocdi-public.trafficmanager.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.265631,CDmuoCD3THCyCfEvk,10.249.37.13,59763,128.194.254.3,53,udp,47572,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.265632,CDmuoCD3THCyCfEvk,10.249.37.13,59763,128.194.254.3,53,udp,47572,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.265680,CXzmY74zJxNOqeXJZ3,10.249.37.13,64348,128.194.254.3,53,udp,13255,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.265729,CXzmY74zJxNOqeXJZ3,10.249.37.13,64348,128.194.254.3,53,udp,13255,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267672,Ca0fnS1pvmrofb73Xa,10.249.37.13,59605,128.194.254.3,53,udp,3860,-,ocsp2.g.aaplimg.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.267720,Ca0fnS1pvmrofb73Xa,10.249.37.13,59605,128.194.254.3,53,udp,3860,-,ocsp2.g.aaplimg.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.267769,CbxuYaLqy26itu8Gj,10.249.37.13,56015,128.194.254.3,53,udp,24220,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267770,CbxuYaLqy26itu8Gj,10.249.37.13,56015,128.194.254.3,53,udp,24220,-,ocsp2.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267867,CM6WCd1UVP6n6QMmW4,10.249.37.13,61006,128.194.254.3,53,udp,3917,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267868,CM6WCd1UVP6n6QMmW4,10.249.37.13,61006,128.194.254.3,53,udp,3917,-,16.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267916,CPhFQj1BVFxSsli8i5,10.249.37.13,61270,128.194.254.3,53,udp,36482,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.267965,CPhFQj1BVFxSsli8i5,10.249.37.13,61270,128.194.254.3,53,udp,36482,-,1.courier-sandbox-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.268996,CIBC7XQFvj509pw18,10.249.37.13,50834,128.194.254.3,53,udp,50196,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.269044,CIBC7XQFvj509pw18,10.249.37.13,50834,128.194.254.3,53,udp,50196,-,1.courier-push-apple.com.akadns.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.269094,ChF2vs3PlzEWjscTFf,10.249.37.13,52448,128.194.254.3,53,udp,45366,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.269094,ChF2vs3PlzEWjscTFf,10.249.37.13,52448,128.194.254.3,53,udp,45366,-,www.microsoft.com-c-3.edgekey.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.269142,C9cmUX2gNKPcubdYFj,10.249.37.13,53046,128.194.254.3,53,udp,54094,-,_dns.resolver.arpa,1,C_INTERNET,64,SVCB,-,-,F,F,T,F,0,-,-,F
1762276705.269143,C9cmUX2gNKPcubdYFj,10.249.37.13,53046,128.194.254.3,53,udp,54094,-,_dns.resolver.arpa,1,C_INTERNET,64,SVCB,-,-,F,F,T,F,0,-,-,F
1762276705.269191,CvBt9r3CVS4prCXl9h,10.249.37.13,50739,128.194.254.3,53,udp,60971,-,time.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.269240,CvBt9r3CVS4prCXl9h,10.249.37.13,50739,128.194.254.3,53,udp,60971,-,time.g.aaplimg.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.273557,CtKRfK3Dx27rMKxwQe,10.249.37.13,53373,128.194.254.3,53,udp,61793,-,bag.itunes.apple.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.273606,CtKRfK3Dx27rMKxwQe,10.249.37.13,53373,128.194.254.3,53,udp,61793,-,bag.itunes.apple.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.273655,CYQfso1EIoHGbCcg6l,10.249.37.13,61713,128.194.254.3,53,udp,65022,-,bag.itunes.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.273655,CYQfso1EIoHGbCcg6l,10.249.37.13,61713,128.194.254.3,53,udp,65022,-,bag.itunes.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.273704,CW2pO22iibZd5bhAm3,10.249.37.13,50299,128.194.254.3,53,udp,44195,-,p114-escrowproxy.icloud.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.273704,CW2pO22iibZd5bhAm3,10.249.37.13,50299,128.194.254.3,53,udp,44195,-,p114-escrowproxy.icloud.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.275334,CzfrBk3mj6w06EFBdi,10.249.37.13,57159,128.194.254.3,53,udp,579,-,p114-escrowproxy.icloud.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
